index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
11143,2012-04-14,summer,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,564
11144,2012-04-14,summer,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,678
11145,2012-04-14,summer,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,678
11146,2012-04-14,summer,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660
11147,2012-04-14,summer,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658
11148,2012-04-14,summer,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,582
11149,2012-04-14,summer,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,560
11150,2012-04-14,summer,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,481
11167,2012-04-15,summer,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,528
11168,2012-04-15,summer,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,635
11169,2012-04-15,summer,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,681
11170,2012-04-15,summer,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,628
11171,2012-04-15,summer,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,617
11172,2012-04-15,summer,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,616
11173,2012-04-15,summer,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,623
11174,2012-04-15,summer,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,479
11188,2012-04-16,summer,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,597
11197,2012-04-16,summer,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,712
11198,2012-04-16,summer,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,676
11199,2012-04-16,summer,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,522
11212,2012-04-17,summer,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,673
11221,2012-04-17,summer,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,781
11222,2012-04-17,summer,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,775
11223,2012-04-17,summer,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,537
11236,2012-04-18,summer,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.194,576
11245,2012-04-18,summer,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,488
11246,2012-04-18,summer,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,505
11260,2012-04-19,summer,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,677
11269,2012-04-19,summer,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,748
11270,2012-04-19,summer,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,776
11271,2012-04-19,summer,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,586
11284,2012-04-20,summer,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,700
11292,2012-04-20,summer,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,580
11293,2012-04-20,summer,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,819
11294,2012-04-20,summer,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,668
11295,2012-04-20,summer,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.194,492
11305,2012-04-21,summer,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,1
11310,2012-04-21,summer,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,482
11311,2012-04-21,summer,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,608
11312,2012-04-21,summer,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,640
11313,2012-04-21,summer,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,649
11314,2012-04-21,summer,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,609
11315,2012-04-21,summer,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,628
11316,2012-04-21,summer,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,639
11317,2012-04-21,summer,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,568
11351,2012-04-23,summer,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,1
11356,2012-04-23,summer,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,482
11380,2012-04-24,summer,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,611
11389,2012-04-24,summer,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,691
11390,2012-04-24,summer,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,632
11391,2012-04-24,summer,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,482
11404,2012-04-25,summer,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,654
11413,2012-04-25,summer,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,732
11414,2012-04-25,summer,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,709
11415,2012-04-25,summer,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,543
11437,2012-04-26,summer,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,614
11438,2012-04-26,summer,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,664
11452,2012-04-27,summer,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,592
11461,2012-04-27,summer,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,702
11462,2012-04-27,summer,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,654
11504,2012-04-29,summer,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,584
11505,2012-04-29,summer,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,595
11506,2012-04-29,summer,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,653
11507,2012-04-29,summer,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,603
11508,2012-04-29,summer,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.194,587
11509,2012-04-29,summer,1,4,17,0,0,0,1,0.62,0.6061,0.27,0.2985,522
11510,2012-04-29,summer,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836,487
11524,2012-04-30,summer,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.194,596
11533,2012-04-30,summer,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,683
11534,2012-04-30,summer,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,664
11548,2012-05-01,summer,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,557
11557,2012-05-01,summer,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896,681
11558,2012-05-01,summer,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,743
11559,2012-05-01,summer,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,487
11572,2012-05-02,summer,1,5,8,0,3,1,2,0.56,0.5303,0.88,0.0,666
11581,2012-05-02,summer,1,5,17,0,3,1,1,0.6,0.5909,0.73,0.2537,729
11582,2012-05-02,summer,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,813
11583,2012-05-02,summer,1,5,19,0,3,1,1,0.54,0.5152,0.77,0.2537,504
11596,2012-05-03,summer,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,627
11605,2012-05-03,summer,1,5,17,0,4,1,1,0.72,0.6667,0.54,0.1343,704
11606,2012-05-03,summer,1,5,18,0,4,1,1,0.72,0.6667,0.58,0.1343,706
11607,2012-05-03,summer,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.194,522
11620,2012-05-04,summer,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0,618
11629,2012-05-04,summer,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,643
11630,2012-05-04,summer,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,641
11646,2012-05-05,summer,1,5,10,0,6,0,1,0.66,0.6212,0.65,0.1343,432
11647,2012-05-05,summer,1,5,11,0,6,0,1,0.7,0.6515,0.58,0.0896,575
11648,2012-05-05,summer,1,5,12,0,6,0,1,0.72,0.6667,0.58,0.1045,550
11649,2012-05-05,summer,1,5,13,0,6,0,1,0.74,0.6818,0.55,0.1343,524
11651,2012-05-05,summer,1,5,15,0,6,0,3,0.66,0.6212,0.74,0.194,541
11652,2012-05-05,summer,1,5,16,0,6,0,2,0.68,0.6364,0.65,0.3881,540
11653,2012-05-05,summer,1,5,17,0,6,0,2,0.68,0.6364,0.65,0.2985,502
11654,2012-05-05,summer,1,5,18,0,6,0,2,0.66,0.6212,0.69,0.3582,434
11672,2012-05-06,summer,1,5,12,0,0,0,2,0.6,0.6061,0.64,0.0896,558
11673,2012-05-06,summer,1,5,13,0,0,0,2,0.6,0.6061,0.64,0.0,565
11674,2012-05-06,summer,1,5,14,0,0,0,2,0.6,0.6061,0.64,0.1045,518
11675,2012-05-06,summer,1,5,15,0,0,0,2,0.62,0.6061,0.61,0.1045,571
11676,2012-05-06,summer,1,5,16,0,0,0,2,0.62,0.6061,0.61,0.0,544
11677,2012-05-06,summer,1,5,17,0,0,0,2,0.62,0.6061,0.65,0.1343,511
11692,2012-05-07,summer,1,5,8,0,1,1,2,0.5,0.4848,0.82,0.194,639
11701,2012-05-07,summer,1,5,17,0,1,1,2,0.6,0.6212,0.53,0.3284,769
11702,2012-05-07,summer,1,5,18,0,1,1,2,0.6,0.6212,0.53,0.3582,680
11703,2012-05-07,summer,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,546
11716,2012-05-08,summer,1,5,8,0,2,1,2,0.54,0.5152,0.73,0.2985,641
11725,2012-05-08,summer,1,5,17,0,2,1,2,0.64,0.6061,0.69,0.2836,717
11726,2012-05-08,summer,1,5,18,0,2,1,2,0.64,0.6061,0.69,0.2836,710
11734,2012-05-09,summer,1,5,2,0,3,1,3,0.56,0.5303,0.88,0.4478,1
11740,2012-05-09,summer,1,5,8,0,3,1,2,0.6,0.5606,0.83,0.1343,622
11749,2012-05-09,summer,1,5,17,0,3,1,2,0.64,0.6212,0.53,0.1343,705
11764,2012-05-10,summer,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,630
11773,2012-05-10,summer,1,5,17,0,4,1,1,0.6,0.6212,0.31,0.3881,732
11774,2012-05-10,summer,1,5,18,0,4,1,1,0.56,0.5303,0.35,0.5224,770
11775,2012-05-10,summer,1,5,19,0,4,1,1,0.54,0.5152,0.37,0.3582,553
11788,2012-05-11,summer,1,5,8,0,5,1,1,0.46,0.4545,0.44,0.2537,620
11795,2012-05-11,summer,1,5,15,0,5,1,1,0.62,0.6061,0.25,0.194,439
11796,2012-05-11,summer,1,5,16,0,5,1,1,0.62,0.6061,0.25,0.3284,525
11797,2012-05-11,summer,1,5,17,0,5,1,1,0.64,0.6061,0.23,0.2537,779
11798,2012-05-11,summer,1,5,18,0,5,1,1,0.64,0.6061,0.23,0.2836,596
11799,2012-05-11,summer,1,5,19,0,5,1,1,0.64,0.6061,0.23,0.2537,503
11815,2012-05-12,summer,1,5,11,0,6,0,1,0.62,0.6212,0.41,0.0896,522
11816,2012-05-12,summer,1,5,12,0,6,0,1,0.64,0.6212,0.36,0.1642,559
11817,2012-05-12,summer,1,5,13,0,6,0,1,0.64,0.6212,0.36,0.194,659
11818,2012-05-12,summer,1,5,14,0,6,0,1,0.66,0.6212,0.36,0.194,615
11819,2012-05-12,summer,1,5,15,0,6,0,1,0.68,0.6212,0.24,0.194,590
11820,2012-05-12,summer,1,5,16,0,6,0,2,0.7,0.6364,0.21,0.194,591
11821,2012-05-12,summer,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,576
11822,2012-05-12,summer,1,5,18,0,6,0,2,0.66,0.6212,0.31,0.194,546
11823,2012-05-12,summer,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,439
11840,2012-05-13,summer,1,5,12,0,0,0,1,0.64,0.6212,0.57,0.2239,531
11841,2012-05-13,summer,1,5,13,0,0,0,1,0.68,0.6364,0.54,0.2537,602
11842,2012-05-13,summer,1,5,14,0,0,0,1,0.7,0.6515,0.48,0.1343,552
11843,2012-05-13,summer,1,5,15,0,0,0,1,0.72,0.6515,0.45,0.3582,499
11844,2012-05-13,summer,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.2537,564
11893,2012-05-15,summer,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,678
11894,2012-05-15,summer,1,5,18,0,2,1,1,0.7,0.6515,0.61,0.0896,733
11895,2012-05-15,summer,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.1642,512
11908,2012-05-16,summer,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,650
11917,2012-05-16,summer,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194,873
11918,2012-05-16,summer,1,5,18,0,3,1,1,0.72,0.6667,0.51,0.2239,846
11919,2012-05-16,summer,1,5,19,0,3,1,1,0.7,0.6515,0.54,0.2836,590
11932,2012-05-17,summer,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,634
11940,2012-05-17,summer,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.194,430
11941,2012-05-17,summer,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,852
11942,2012-05-17,summer,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,868
11943,2012-05-17,summer,1,5,19,0,4,1,1,0.64,0.6212,0.31,0.194,537
11955,2012-05-18,summer,1,5,7,0,5,1,1,0.46,0.4545,0.82,0.1045,515
11956,2012-05-18,summer,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,745
11964,2012-05-18,summer,1,5,16,0,5,1,1,0.66,0.6212,0.34,0.2537,568
11965,2012-05-18,summer,1,5,17,0,5,1,1,0.66,0.6212,0.34,0.1343,812
11966,2012-05-18,summer,1,5,18,0,5,1,1,0.64,0.6212,0.38,0.2239,669
11967,2012-05-18,summer,1,5,19,0,5,1,1,0.62,0.6212,0.41,0.194,483
11983,2012-05-19,summer,1,5,11,0,6,0,1,0.62,0.6212,0.38,0.0896,586
11984,2012-05-19,summer,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,642
11985,2012-05-19,summer,1,5,13,0,6,0,1,0.7,0.6364,0.37,0.1343,704
11986,2012-05-19,summer,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896,730
11987,2012-05-19,summer,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,672
11988,2012-05-19,summer,1,5,16,0,6,0,1,0.74,0.6515,0.3,0.1045,642
11989,2012-05-19,summer,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,626
11990,2012-05-19,summer,1,5,18,0,6,0,1,0.74,0.6515,0.33,0.0896,645
11991,2012-05-19,summer,1,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343,432
12006,2012-05-20,summer,1,5,10,0,0,0,1,0.66,0.6212,0.34,0.2985,432
12007,2012-05-20,summer,1,5,11,0,0,0,1,0.66,0.6212,0.36,0.3284,581
12008,2012-05-20,summer,1,5,12,0,0,0,1,0.68,0.6364,0.36,0.3284,637
12009,2012-05-20,summer,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,607
12010,2012-05-20,summer,1,5,14,0,0,0,1,0.72,0.6515,0.39,0.3881,543
12011,2012-05-20,summer,1,5,15,0,0,0,2,0.7,0.6364,0.39,0.4179,502
12012,2012-05-20,summer,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.3582,577
12013,2012-05-20,summer,1,5,17,0,0,0,1,0.72,0.6515,0.45,0.3284,549
12037,2012-05-21,summer,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,508
12038,2012-05-21,summer,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,530
12052,2012-05-22,summer,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,590
12061,2012-05-22,summer,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,785
12062,2012-05-22,summer,1,5,18,0,2,1,1,0.68,0.6364,0.61,0.1343,785
12076,2012-05-23,summer,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,719
12100,2012-05-24,summer,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,692
12109,2012-05-24,summer,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,798
12110,2012-05-24,summer,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,752
12111,2012-05-24,summer,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,492
12124,2012-05-25,summer,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,583
12132,2012-05-25,summer,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,584
12133,2012-05-25,summer,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,653
12134,2012-05-25,summer,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,522
12150,2012-05-26,summer,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,437
12151,2012-05-26,summer,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,520
12152,2012-05-26,summer,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,529
12153,2012-05-26,summer,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,539
12154,2012-05-26,summer,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,564
12155,2012-05-26,summer,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,513
12156,2012-05-26,summer,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,504
12175,2012-05-27,summer,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,519
12176,2012-05-27,summer,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,570
12177,2012-05-27,summer,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,498
12178,2012-05-27,summer,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,547
12179,2012-05-27,summer,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,535
12180,2012-05-27,summer,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,501
12181,2012-05-27,summer,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,522
12182,2012-05-27,summer,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,518
12200,2012-05-28,summer,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,525
12201,2012-05-28,summer,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,556
12204,2012-05-28,summer,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,501
12220,2012-05-29,summer,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,634
12229,2012-05-29,summer,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,781
12230,2012-05-29,summer,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,710
12231,2012-05-29,summer,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,526
12243,2012-05-30,summer,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,483
12244,2012-05-30,summer,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,671
12253,2012-05-30,summer,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,839
12254,2012-05-30,summer,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,796
12255,2012-05-30,summer,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,556
12256,2012-05-30,summer,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,431
12267,2012-05-31,summer,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,507
12268,2012-05-31,summer,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,693
12276,2012-05-31,summer,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,487
12277,2012-05-31,summer,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827
12278,2012-05-31,summer,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,785
12279,2012-05-31,summer,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,591
12280,2012-05-31,summer,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,479
12292,2012-06-01,summer,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,694
12318,2012-06-02,summer,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,493
12319,2012-06-02,summer,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,536
12320,2012-06-02,summer,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,668
12321,2012-06-02,summer,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,679
12322,2012-06-02,summer,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,647
12323,2012-06-02,summer,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,702
12324,2012-06-02,summer,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,644
12325,2012-06-02,summer,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,586
12326,2012-06-02,summer,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,512
12327,2012-06-02,summer,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,554
12343,2012-06-03,summer,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,511
12344,2012-06-03,summer,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,684
12345,2012-06-03,summer,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,686
12346,2012-06-03,summer,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,678
12347,2012-06-03,summer,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0,644
12348,2012-06-03,summer,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,662
12349,2012-06-03,summer,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,578
12350,2012-06-03,summer,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,496
12363,2012-06-04,summer,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,517
12364,2012-06-04,summer,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,665
12373,2012-06-04,summer,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,834
12374,2012-06-04,summer,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,822
12375,2012-06-04,summer,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,645
12387,2012-06-05,summer,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,569
12388,2012-06-05,summer,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,710
12397,2012-06-05,summer,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,850
12398,2012-06-05,summer,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,790
12399,2012-06-05,summer,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,513
12411,2012-06-06,summer,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,547
12412,2012-06-06,summer,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,668
12421,2012-06-06,summer,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,724
12422,2012-06-06,summer,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,782
12423,2012-06-06,summer,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985,538
12435,2012-06-07,summer,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,526
12436,2012-06-07,summer,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,681
12445,2012-06-07,summer,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,869
12446,2012-06-07,summer,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813
12447,2012-06-07,summer,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,602
12460,2012-06-08,summer,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,700
12468,2012-06-08,summer,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,523
12469,2012-06-08,summer,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,793
12470,2012-06-08,summer,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,723
12471,2012-06-08,summer,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,555
12487,2012-06-09,summer,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,569
12488,2012-06-09,summer,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,531
12489,2012-06-09,summer,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,585
12490,2012-06-09,summer,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,593
12491,2012-06-09,summer,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,555
12492,2012-06-09,summer,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,534
12493,2012-06-09,summer,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,495
12511,2012-06-10,summer,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,499
12512,2012-06-10,summer,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,502
12513,2012-06-10,summer,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,492
12514,2012-06-10,summer,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,500
12516,2012-06-10,summer,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,508
12517,2012-06-10,summer,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836,521
12518,2012-06-10,summer,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,490
12531,2012-06-11,summer,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,503
12532,2012-06-11,summer,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,651
12541,2012-06-11,summer,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,800
12542,2012-06-11,summer,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,831
12543,2012-06-11,summer,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,596
12556,2012-06-12,summer,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,613
12565,2012-06-12,summer,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,681
12566,2012-06-12,summer,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,653
12567,2012-06-12,summer,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,491
12579,2012-06-13,summer,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,505
12580,2012-06-13,summer,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,713
12589,2012-06-13,summer,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,857
12590,2012-06-13,summer,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,744
12591,2012-06-13,summer,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,671
12603,2012-06-14,summer,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,506
12604,2012-06-14,summer,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,719
12612,2012-06-14,summer,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,438
12613,2012-06-14,summer,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,867
12614,2012-06-14,summer,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,823
12615,2012-06-14,summer,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,579
12616,2012-06-14,summer,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,435
12627,2012-06-15,summer,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,430
12628,2012-06-15,summer,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,653
